JMEStatus,IndicatorCode,Indicator,StandardDisaggregations,ISO3Code,M49,Country,ShortSource,Survey_years,Year,UNICEFSurveyID,WHOSurveyID,EstimateType,PointEstimate,StandardError,LowerLimit,UpperLimit,weighted_N,unweighted_N,StandardFootnotes,ExtendedDisplayFootnotes,ReportAuthorProvider,FullSourceTitle
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 36 to 47 months,SEN,686,Senegal,DHS,1986,1986,586,00044,Reanalyzed,50,25.09242296218872,12.078646570444107,87.92135119438171,4,4,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age interval 6-36 months; unadjusted,"Ndiaye S, Sarr I, Ayad M.","Enquête démographique et de santé au Sénégal, 1986. Demographic and Health Surveys. Dakar, Republique du Sénégal, 1987"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 36 to 47 months,SEN,686,Senegal,DHS,1986,1986,586,00044,Reanalyzed,50,25.09242296218872,12.078646570444107,87.92135119438171,4,4,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age interval 6-36 months; unadjusted,"Ndiaye S, Sarr I, Ayad M.","Enquête démographique et de santé au Sénégal, 1986. Demographic and Health Surveys. Dakar, Republique du Sénégal, 1987"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 0 to 5 months,SLE,694,Sierra Leone,SMART,2014,2014,1102,03521,Reanalyzed,0,NA,0,0,5,5,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",NA,Ministry of Health and Sanitation Sierra Leone and UNICEF Sierra Leone,"Sierra Leone National Nutrition Survey 2014, Freetown, Sierra Leone."
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 0 to 5 months,SLE,694,Sierra Leone,SMART,2017,2017,2398,03428,Reanalyzed,0,NA,0,0,4.7434000968933105,3,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Age calculated using alternate methods; Height/length modality (standing/lying) was not collected",Age 0-5 months not covered; unadjusted,"The Ministry of Health and Sanitation (MoHS), Directorate of Food and Nutrition (DFN); Action Against Hunger; Irish Aid",Sierra Leone National Nutrition Survey 2017
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 0 to 5 months,ZAF,710,South Africa,Other,2008,2008,618,03051,Reanalyzed,0,NA,0,0,3675.922607421875,4,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age 0-5 months not covered; unadjusted,Southern Africa Labour and Development Research Unit - University of Cape Town,South Africa 2008 National Income Dynamics Survey
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,0 to 5 months,LKA,144,Sri Lanka,Other,2012,2012,627,03196,Reanalyzed,0,NA,0,0,1,1,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,"Jayatissa R, Gunathilaka MM, Fernando DN, Herath P.",Sri Lanka National Nutrition and Micronutrient Survey 2012
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 0 to 5 months,LKA,144,Sri Lanka,Other,2012,2012,627,03196,Reanalyzed,0,NA,0,0,1,1,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,"Jayatissa R, Gunathilaka MM, Fernando DN, Herath P.",Sri Lanka National Nutrition and Micronutrient Survey 2012
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 0 to 5 months,TGO,768,Togo,SMART,2009,2009,3112,03528,Reanalyzed,0,NA,0,0,1.2879199981689453,1,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",NA,"Ministere de la Sante, La Republique du Togo; UNICEF","Enquete Nutritionnelle Nationale Utilisant La Methodologie SMART, Togo 2009"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,0 to 5 months,TGO,768,Togo,SMART,2009,2009,3112,03528,Reanalyzed,0,NA,0,0,4.194700241088867,3,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",NA,"Ministere de la Sante, La Republique du Togo; UNICEF","Enquete Nutritionnelle Nationale Utilisant La Methodologie SMART, Togo 2009"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 0 to 5 months,TGO,768,Togo,SMART,2009,2009,3112,03528,Reanalyzed,0,NA,0,0,2.9067800045013428,2,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",NA,"Ministere de la Sante, La Republique du Togo; UNICEF","Enquete Nutritionnelle Nationale Utilisant La Methodologie SMART, Togo 2009"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 6 to 11 months,TCA,796,Turks and Caicos Islands,MICS,2019-2020,2020,2601,06943,Reanalyzed,0,NA,0,0,7.244968414306641,5,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Department of Statistics,"Turks & Caicos Islands Multiple Indicator Cluster Survey 2019-2020, Survey  Findings Report. Grand Turk, Turks & Caicos Islands: Department of Statistics"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,48 to 59 months,UGA,800,Uganda,DHS,1995,1995,693,01648,Reanalyzed,0,NA,0,0,0.9356709718704224,1,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",Age interval 0-48 months; unadjusted,Statistics Department [Uganda] and Macro International Inc.,"Uganda demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: Statistics Department and Macro International Inc., 1996"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 48 to 59 months,UGA,800,Uganda,DHS,1995,1995,693,01648,Reanalyzed,0,NA,0,0,0.9356709718704224,1,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",Age interval 0-48 months; unadjusted,Statistics Department [Uganda] and Macro International Inc.,"Uganda demographic and health survey 1995. Demographic and Health Surveys. Calverton, Maryland: Statistics Department and Macro International Inc., 1996"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 0 to 5 months,UGA,800,Uganda,LSMS,2009-2010,2009,735,03436,Reanalyzed,0,NA,0,0,4955.951171875,2,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Uganda Bureau of Statistics,The Uganda National Panel Survey (UNPS) 2009/10
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 0 to 5 months,UGA,800,Uganda,LSMS,2009-2010,2009,735,03436,Reanalyzed,14.754274487495422,14.881765842437744,1.671869307756424,63.79222273826599,5244.0029296875,4,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Uganda Bureau of Statistics,The Uganda National Panel Survey (UNPS) 2009/10
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 0 to 5 months,UGA,800,Uganda,LSMS,2011-2012,2012,697,03320,Reanalyzed,0,NA,0,0,3449.461669921875,2,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Uganda Bureau of Statistics (UBOS).,"Uganda National Panel Survey (UNPS) - Wave III. Kampala, Uganda: UBOS, 2013"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,0 to 5 months,UGA,800,Uganda,LSMS,2011-2012,2012,697,03320,Reanalyzed,0,NA,0,0,3449.461669921875,2,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Uganda Bureau of Statistics (UBOS).,"Uganda National Panel Survey (UNPS) - Wave III. Kampala, Uganda: UBOS, 2013"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 0 to 5 months,UGA,800,Uganda,LSMS,2013-2014,2014,731,03437,Reanalyzed,0,NA,0,0,12042.60546875,4,"Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",NA,Uganda Bureau of Statistics,The Uganda National Panel Survey (UNPS) 2013/14
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 6 to 11 months,UGA,800,Uganda,LSMS,2015-2016,2015,2643,06990,Reanalyzed,0,NA,0,0,4747.720703125,1,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",Age interval 12-59 months; unadjusted,"UBOS, World Bank",Uganda National Panel Survey 2015-16
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,6 to 11 months,UGA,800,Uganda,LSMS,2015-2016,2015,2643,06990,Reanalyzed,0,NA,0,0,4747.720703125,1,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed",Age interval 12-59 months; unadjusted,"UBOS, World Bank",Uganda National Panel Survey 2015-16
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Male 12 to 23 months,URY,858,Uruguay,Other,2015-2016,2016,1657,03540,Reanalyzed,0,NA,0,0,748,2,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age interval 24-59 months; unadjusted,"Instituto Nacional de Estadística, División Estadísticas Sociodemográficas; Ministerio de Desarrollo Social, Uruguay Crece Contigo; Universidad de la República","Encuesta de Nutrición, Desarrollo Infantil y Salud 2015 (ENDIS), Uruguay"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,Female 12 to 23 months,URY,858,Uruguay,Other,2015-2016,2016,1657,03540,Reanalyzed,0,NA,0,0,374,1,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age interval 24-59 months; unadjusted,"Instituto Nacional de Estadística, División Estadísticas Sociodemográficas; Ministerio de Desarrollo Social, Uruguay Crece Contigo; Universidad de la República","Encuesta de Nutrición, Desarrollo Infantil y Salud 2015 (ENDIS), Uruguay"
Accepted and Free from Confidentiality,ANT_HAZ_NE2,Stunting,12 to 23 months,URY,858,Uruguay,Other,2015-2016,2016,1657,03540,Reanalyzed,0,NA,0,0,1122,3,"Reduced age range;; Unweighted sample size is less than 25, point estimate, lower limit and upper limit have been suppressed; Height/length modality (standing/lying) was not collected",Age interval 24-59 months; unadjusted,"Instituto Nacional de Estadística, División Estadísticas Sociodemográficas; Ministerio de Desarrollo Social, Uruguay Crece Contigo; Universidad de la República","Encuesta de Nutrición, Desarrollo Infantil y Salud 2015 (ENDIS), Uruguay"
